SMILES,mol_id,sim,qed
CCC(C)(C)[NH2+]Cc1ccc(N(C)C)cc1,45,0.5,0.805987021
CC=C(C)[NH2+]Cc1ccc(N(C)C)cc1,45,0.459459459,0.793422512
CCCC(C)[NH2+]Cc1ccc(N(C)CC)cc1,45,0.567567568,0.769056682
CCCC(C)[NH2+]Cc1ccc(N(C)C)c(OC)c1,45,0.422222222,0.803009794
CCCC(C)[NH2+]Cc1ccc(N(C)CC)c(C)c1,45,0.4,0.787400987
CCCC(C)[NH2+]Cc1ccc(N(C)C(C)=O)cc1,45,0.512195122,0.82142706
CCOC(C)CC[NH2+]Cc1ccc(N(C)C)cc1,45,0.487804878,0.711597763
CC[CH]C(C)C(=O)NCc1ccc(N(C)C)cc1,45,0.409090909,0.837796138
CCCC(C)[NH2+]Cc1ccc(C(C)C)cc1,45,0.459459459,0.758584706
CC[CH]C(C)SCc1ccc(N(C)C)cc1,45,0.425,0.734520425
CC[NH2+]C(C)CCc1ccc(N(C)C)cc1,45,0.555555556,0.774197997
CC[NH2+]C(C)(C)Cc1ccc(N(C)C)cc1,45,0.421052632,0.801346539
CCC(C)[NH+](C)Cc1ccc(N(C)C)cc1,45,0.486486486,0.792801579
CC(CO)[NH2+]Cc1ccc(N(C)C(C)C)cc1,45,0.540540541,0.773950963
CCC(C)[NH2+]Cc1ccc(N(C)C(C)C)cc1,45,0.75,0.802356504
CCCCC(C)[NH2+]Cc1ccc(N(C)C)cc1,45,0.705882353,0.769056682
CCC(C)[CH]C(C)NCc1ccc(N(C)C)cc1,45,0.43902439,0.793303609
CCC[CH]C(C)[NH2+]Cc1ccc(N(C)C)cc1,45,0.594594595,0.766553484
CCCC(C)[NH2+]Cc1ccc(C(=O)N(C)C)cc1,45,0.452380952,0.817368461
CCC[CH](C)[NH2+]Cc1ccc(N(C)C)cc1,45,0.75,0.778681266
CCC(C)C1C(=O)N(C2CCCCC2)c2ccccc2[NH+]1C,45,0.15,0.912025647
CCC(C[NH3+])NCc1ccc(N(C)C)cc1,45,0.425,0.749607803
CCC(C)[NH2+]Cc1cc(N(C)C)ccc1CI,45,0.564102564,0.619372392
CCC(CC)[NH2+]Cc1ccc(N(C)C)cc1C,45,0.414634146,0.801889456
CCC(CC)[NH2+]Cc1ccc(N(C)C)cc1,45,0.709677419,0.778681266
O=C(CCC1CCCCC1)NNC(=O)[CH]C(O)c1ccccc1,46,0.695652174,0.705160505
O=C(CCC1CCCCC1)NNC(=O)CC(O)c1ccccc1,46,0.727272727,0.705547432
O=C(CCc1ccccc1)NNC(=O)C1CCCCC1,46,0.44,0.827995658
O=C(CCc1ccccc1)NC(=O)C1CCCCC1,46,0.392156863,0.903392564
O=C(CCC1CCCCC1)NNC(=O)[IH2](O)c1ccccc1,46,0.583333333,0.296813082
O=C(CCC1CCCCC1)NNC(=O)[CH][C](O)c1ccccc1,46,0.571428571,0.706026056
O=C(CCC1CCCCC1)NNC(=O)[CH]C(O)C1CC=CC1,46,0.480769231,0.51877333
O=C(CCC1CCCCC1)NNC(=O)C([O-])c1ccccc1,46,0.76744186,0.810626694
O=C(CCC1CCCCC1)NNC([O-])=C1C=CC=CC1,46,0.444444444,0.596026916
O=C(CCC1CCCCC1)NNC(O)Cc1ccccc1,46,0.604166667,0.534004621
O=C(CCC1CCCCC1)NNC(O)c1ccccc1,46,0.720930233,0.552748187
O=C(CCC1CCCCC1)NC(=O)C([O-])c1ccccc1,46,0.666666667,0.901651374
COc1ccccc1C=CC[NH+]1CCN(CCO)CC1,47,1,0.762482317
COc1ccccc1C=CC[NH+]1CCC(CCO)CC1,47,0.64,0.823062488
COc1ccccc1C=CCN1CCC(CCO)CC1,47,0.518518519,0.866282722
COc1ccccc1C=CCN1CCC(CCO)C(O)C1,47,0.482758621,0.83860705
COc1ccccc1C=CCN1CCC(C(C)O)CC1,47,0.490909091,0.896660095
COc1ccccc1C=CC(O)N1CCC(CCO)CC1,47,0.431034483,0.842784663
COc1ccccc1C=CCN1CC[NH+](C)CC1,47,0.571428571,0.836146668
COc1ccccc1C=CCN1CCN(C)CC1,47,0.530612245,0.80743968
COc1ccccc1C=CCN1CCN(C)CC1CO,47,0.473684211,0.879646721
COc1ccccc1C=CCN1CCN(C)Cc2ccccc21,47,0.431034483,0.857080762
COc1ccccc1C=CC[NH+]1CCN(CO)CC1,47,0.818181818,0.776253554
COc1ccccc1C=CC[NH+]1CCC(C)CC1,47,0.617021277,0.857942718
COc1ccccc1C=CC[NH+]1CCC(C)C1,47,0.56,0.832861514
COc1ccccc1C=CC[NH+]1CCCC1,47,0.659090909,0.805995618
COc1ccccc1C=CC[NH+]1CCCCC1,47,0.644444444,0.835174805
COc1ccccc1C=CC[NH+]1CCC(C)CCC1C,47,0.481481481,0.891151909
COc1ccccc1C=CC[NH+]1CCC(C)C=C1CC,47,0.456140351,0.869884644
COc1ccccc1C=CC[NH+]1CCC(C)CC1C(C)C,47,0.448275862,0.879004423
COc1ccccc1C=CC1C(O)CCC(C)C1C1CC1,47,0.327868852,0.90102156
COc1ccccc1C=CCN1CC(O)CCC1C(C)C,47,0.393442623,0.903351294
COc1ccccc1C=CC1CC[NH+](CCO)CC1,47,0.481481481,0.829796296
COc1ccccc1C=CC1CCN(CCO)CC1,47,0.6,0.883248674
COc1ccccc1C=CC1CCN(CC(C)O)CC1,47,0.413793103,0.896660095
COc1ccccc1C=CC(C)N1CCN(CCO)CC1,47,0.576923077,0.86502542
COc1ccccc1C=CC[NH+]1CCN(C)CC1,47,0.75,0.836146668
CCOc1ccccc1C=CC[NH+]1CCN(C)CC1,47,0.58,0.849029351
CCOc1ccccc1C=CCN1CC[NH+](C)CC1,47,0.436363636,0.849029351
COc1ccccc1C=CCN1CC[NH+](CCO)CC1,47,0.673469388,0.762482317
COc1ccccc1C=CCN1CC[NH+](C)CC1CO,47,0.482758621,0.789117435
COc1ccccc1C=CCN1CC[NH+](C)CC1(C)C,47,0.456140351,0.892348183
COc1ccccc1C=CCN1CC[NH+](C)CCC1=O,47,0.448275862,0.8658275
COc1ccccc1C=CCN1CC[NH+](C)CCC1CO,47,0.474576271,0.818714798
COc1ccccc1C=CCN1CC[NH+](C)CCC1(C)O,47,0.457627119,0.854648714
COc1ccccc1C=CCN1CCC(C)(CCO)CC1,47,0.509090909,0.872726748
COc1ccccc1C=CCN1CCC(C)(CCO)C1=O,47,0.45,0.874164364
COc1ccccc1C=CCN1CCC[NH+](CC)CC1,47,0.566037736,0.872692166
COc1ccccc1C=CCN1CCCCCC1,47,0.510204082,0.803563994
COc1ccccc1C=CCN1CCCCC1,47,0.510204082,0.788743739
COc1ccccc1C=CCN1CCC(O)CC1,47,0.5,0.884756563
COc1ccccc1C=CCN1CCC(CO)CC1,47,0.509433962,0.883248674
COc1ccccc1C=CCN1CCCN(CCO)CC1,47,0.653061224,0.865051967
COc1ccccc1C=CCN1CCCC(CCO)CC1,47,0.482758621,0.872726748
COc1ccccc1C=CCN1CCCN(CCO)CC1C,47,0.543859649,0.872932063
COc1ccccc1C=CCN1CCc2cc(O)ccc21,47,0.440677966,0.931029592
COc1ccc(CN2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2=O)cc1,48,0.823529412,0.804105853
COc1ccc(CN2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)cc1,48,0.725490196,0.814670652
COc1ccc(CN2CCN(C(=O)C34CC5CC(CC3C5)C4)CC2)cc1,48,0.578947368,0.832575813
COc1ccc(CN2CCN(C(=O)C34CCCCC3C4)CC2)cc1,48,0.453125,0.851846174
COc1ccc(CN2CC3(C4CC4CC3)CCC2=O)cc1,48,0.444444444,0.853031388
COc1ccc(C23CC4CC(CC(C4)C2)C3)c(CO)c1,48,0.327868852,0.909699451
COc1cc(C23CC4CC(CC(C4)C2)C3)cc(CO)c1,48,0.31147541,0.909699451
COc1cc(C2CCNC(=O)C2)cc(CN2CCOCC2)c1,48,0.236842105,0.916192909
COc1cc(C2(CO)CCCC2)cc(CN2CCOCC2)c1,48,0.219178082,0.906438799
COc1cc(CC2CN(CO)CCN(C)C2)cc(Cl)c1,48,0.222222222,0.917839657
COc1ccc(CN2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CCC2=O)cc1,48,1,0.783016516
COc1ccc(CN2CCN(C(=O)C34CCCCC(CC3)C4)CCC2=O)cc1,48,0.74137931,0.796688511
COc1ccc(CN2CCN(C(=O)C34CCC(CC3)C4)CCC2=O)cc1,48,0.811320755,0.833496707
COc1ccc(CN2CCN(C(=O)C34CC(CC3)C4)CC2=O)cc1,48,0.666666667,0.849934092
COc1ccc(CN2CCN(C(=O)C3(CN)CC3)CCC2=O)cc1,48,0.660714286,0.873079158
COc1ccc(CN2CC3(CCC(=O)CC3)CC2=O)cc1,48,0.416666667,0.858056407
COc1ccc(CN2CC3(CCCCC3)CC(=O)N2)cc1,48,0.318181818,0.929601639
COc1ccc(CN2CC3(CCCC3)CC(=O)N2)cc1,48,0.323076923,0.920456736
COc1ccc(CN2CC3(CCCC3)CCC2=O)cc1,48,0.448275862,0.844661352
COc1ccc(CN2CC3(CCCCC3)NC2=O)cc1,48,0.37704918,0.920457118
Cn1ccc(CN2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)c1,48,0.466666667,0.845668839
COc1ccc(CN2CCN(CC3CC4CCC3C4)CC2=O)cc1,48,0.446153846,0.833113974
COc1ccc(CN2CCN(CC3CC4CCC3C4)CC2O)cc1,48,0.342857143,0.900058342
COc1ccc(CN2CC3(CCCCC3)CC2CO)cc1,48,0.338461538,0.923585139
COc1ccc(CN2CC3CCC2CC(O)C3)cc1COC,48,0.24,0.907705354
COc1ccc(CN2CCN(C(=O)CC34CCC(CC3)C4)CC2=O)cc1,48,0.53968254,0.815099072
COc1ccc(CN2CCN(C(=O)C34CCC(CC3)C4)CC2=O)cc1,48,0.666666667,0.844426076
COc1ccc(CN2CCN(C(=O)C3CCNCC3)CC2(C)C)cc1,48,0.382352941,0.907863554
COc1ccc(CN2CCN(C(=O)C3CCNCC3)CC2=O)cc1,48,0.5,0.889113874
COc1ccc(N2CCN(C(=O)CC3CCNCC3)CC2=O)cc1,48,0.328571429,0.902236478
COc1ccc(N2CCN(C(=O)CC3CCNCC3)CC2)cc1C,48,0.223684211,0.917017297
COc1ccc(CN2CCN(C(=O)C34CCCCC(C3)C4)CCC2=O)cc1,48,0.767857143,0.817605334
COc1ccc(CN2CCN(C(=O)C34CCC(C3)C4)CC2=O)cc1,48,0.666666667,0.849934092
COc1ccc(CN2CCN(C(=O)C3CC4CCC3C4)CC2=O)cc1,48,0.523809524,0.843582193
CNc1ccc(CN2CCN(C(=O)C3CC4CCC3C4)CC2)cc1,48,0.3,0.923560286
CNc1ccc(CN2CCC(=O)N(CC3CC3C)CC2=O)cc1,48,0.353846154,0.903360361
CNc1ccc(CN2CCC(=O)N(CC3CC3)CCC2=O)cc1,48,0.360655738,0.905046667
O=c1ccc2ccc(O)cc2n1CC12CC3CC(CC(C3)C1)C2,48,0.235294118,0.913226019
NCC12CC3CC(C1)CC(C(=O)Nc1ccc(OC)cc1)(C3)C2,48,0.428571429,0.896888526
COc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1F,48,0.353846154,0.920009252
COc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1F,48,0.264705882,0.927370112
COc1cccc(CCNC23CC4CC(CC(C4)C2)C3)cc1=O,48,0.275362319,0.907288661
COc1ccc(CN2CC3(CCN(C)CC3)CCC2=O)cc1,48,0.45,0.859967955
COc1ccc(CN2CC[NH+]3CCc4ccccc4C3C2)cc1,48,0.338235294,0.929197416
COc1ccc(CN2CCC3(CC2)CC(=O)NC3C(C)C)cc1,48,0.338235294,0.928539085
COc1ccc2c(c1)CN(Cc1ccc3c(c1)CCN3)C(=O)C2,48,0.305555556,0.947773023
COc1ccc2c(c1)CN(Cc1ccc(C)cc1C(N)=O)CC2,48,0.256756757,0.944338862
COc1ccc(CN2CCN(C(=O)C34CC5CC(CC3C5)C4)CC2=O)cc1,48,0.666666667,0.821038414
COc1ccc(CN2CCN(C(=O)C34CCCC(C3)C4)CC2=O)cc1,48,0.644067797,0.844426076
COc1ccc(CN2CCN(C(=O)C34CCCC3C4)CC2)cc1,48,0.46031746,0.856007116
COc1ccc(CN2CCN(C(=O)C3CC4CCC3N4)CC2)cc1,48,0.388059701,0.908785062
COc1ccc(CN2CCN(C(=O)C3CC4CC43)CC2)cc1,48,0.419354839,0.852411666
COc1ccc(CNC(=O)C2CCc3cccn3C2)cc1,48,0.314285714,0.93644077
COc1ccc(CNC(=O)C2CCc3ccccc32)cc1,48,0.313432836,0.935137382
COc1ccc(CNC(=O)C2CCc3ccccc3O2)cc1,48,0.281690141,0.94363007
COc1ccc(CN2CCN(C34CC5CC(CC(C5)C3)C4)CC2=O)cc1,48,0.589285714,0.831590219
COc1ccc(CN2CCN(C34CC5CC(CC(C5)C3)C4)C2=O)cc1,48,0.553571429,0.832589559
COc1ccc(CN2CCN(C(=O)C34CCC(C3)C4)CC2)cc1,48,0.578947368,0.856007116
COc1ccc(CN2CCN(C(=O)C34CCC(CC3)C4)CC2)cc1,48,0.578947368,0.851846174
COc1ccc(C2CCN(C(=O)C34CCC(CC3)C4)CCN2)cc1,48,0.409090909,0.926680068
CC(C)(C)C(=O)N1CCC[NH+](C[C](O)COCc2ccccc2Cl)CC1,49,0.7,0.789982551
CC(C)(C)C(=O)N1CCC[CH]C[NH+](C(O)CCc2ccccc2)CC1,49,0.428571429,0.871513343
CC(C)(C)C(=O)N1CCC[CH]C(O)(C=Cc2ccccc2)CC1,49,0.319444444,0.904110551
CC(C)(C)C(=O)N1CCC[CH]C(Cc2ccccc2)CC1O,49,0.253333333,0.909031586
CC(C)(C)C(=O)N1CCC[CH]C(Cc2ccccc2CO)C1,49,0.342857143,0.931149898
CC(C)(C)C(=O)N1CCC[CH]C(Cc2ccccc2CO)CC1,49,0.357142857,0.925364508
CC(C)(C)C(=O)N1CCC[NH+](C[CH]C(O)COCc2ccccc2Cl)CC1,49,0.754098361,0.735436221
CCC(C)(C)C(=O)N1CCC[NH+](COCC(O)c2ccccc2Cl)CC1,49,0.567164179,0.755734754
CC(C)(C)C(=O)N1CCC[NH+](COCc2ccccc2Cl)CC1,49,0.75,0.909779327
C=CCn1c(=O)c2c(nc3n2[nH]c(C)c(C)n3C)n(C)c1=O,50,0.526315789,0.80892673
CCCCn1c(=O)c2c(nc3n2[nH]c(C)c(C)n3C)n(C)c1=O,50,0.34375,0.91127644
CCCCn1c(=O)c2c(nc3n2C(C)=C(F)C(C)N3C)[nH]c1=O,50,0.253521127,0.933082985
CCCCn1c(=O)c2c(nc3n2CC(C)=C(C)N3C)[nH]c1=O,50,0.211267606,0.930414743
C=CCn1c(=O)c2c(nc3n2[nH]c(C)c(C)n3CC)n(C)c1=O,50,0.5,0.844357293
C=CCn1c(=O)c2c(nc3n2CC(C)C(C)=NN3)n(C)c1=O,50,0.508196721,0.819472373
CCCCn1c(=O)c2c(nc3n2CC(C)C(C)=NN3)n(C)c1=O,50,0.338235294,0.919064143
CCCCn1c(=O)c2c(nc3n2CC(C)C(C)=NN3)n(CC)c1=O,50,0.260273973,0.921553336
CCCCn1c(=O)c2c(nc3n2CC(C)C(F)C=NN3)n1CCC,50,0.189873418,0.912296066
C=CCn1c(=O)c2c(nc3n2[N]C(C)=C(C)C=N3)n(C)c1=O,50,0.474576271,0.754601829
C=CCn1c(=O)c2c(nc3n2[CH]C(C)=NN3C)n(C)c1=O,50,0.611111111,0.723756405
CCCCn1c(=O)c2c(nc3n2[CH]C(C)=NN3C)n(C)c1=O,50,0.409836066,0.828585314
CCCCn1c(=O)c2nc3n(c2[nH]c1=O)CCC(C)C3,50,0.173333333,0.91716513
C=CCn1c(=O)c2c(nc3n2[nH]c(C)c(C)n3CCC)n(C)c1=O,50,0.491803279,0.84989245
C=CCn1c(=O)c2c(nc3n2CC(C)=C(C)[N-]N3C)n(C)c1=O,50,0.5,0.777847365
C=CCn1c(=O)c2c(nc3n2CC(C)=C(C)N=C3)n(C)c1=O,50,0.451612903,0.770176181
C=CCn1c(=O)c2c(nc3n2C(C)C(C)=NN3C)n(C)c1=O,50,1,0.755570011
C=CCn1c(=O)c2c(nc3n2C(C)C(C)=NN3C)n(CC)c1=O,50,0.8,0.790068839
C=CCn1c(=O)c2c(nc3n2C(C)C(C)=NN3CC)n(C)c1=O,50,0.784313725,0.786962453
CCn1c(=O)c2c(nc3n2C(C)C(C)=NN3C(C)=O)n1C,50,0.403225806,0.781204715
CCn1c(=O)c2c(n1C)N=C(N)C(=C(C)N(CC)CC)C2,50,0.118421053,0.910621097
CC(C)n1c(CN2CCCC2)nc2c(c1=O)CC(C)=CN2NC,50,0.125,0.917903406
CC(C)n1c(CN2CCCC2)nc2c(c1=O)CC(C)N=CN2,50,0.139240506,0.924752106
C=CCn1c(=O)c2c(nc3n2C(C)C(C)=N[N-]3)n(C)c1=O,50,0.679245283,0.772897145
CC(C)n1c(=O)c2c(nc3n2C(C)C(C)=NN3CCCF)[nH]1,50,0.323529412,0.941153736
Cc1ncc(C)c(-c2cc3c(n2CCCO)C(C)CN3C(C)C)n1,50,0.13253012,0.915022109
Cc1nnc(C)c(-c2cc3c([nH]2)CC(C)C(=O)N3CCCF)n1,50,0.146341463,0.939165282
Cc1ncc(OC(C)C)c(=O)n1Cc1cc(C2CC2)n[nH]1,50,0.139240506,0.912838775
Cc1ncc(OC(F)F)cc1-c1cc(C)c(C)n1C(C)CO,50,0.088607595,0.917101293
Cc1ncc(OC(F)F)cc1-c1nc2c([nH]1)C(C)C(C)C2=O,50,0.128205128,0.944238048
CCCCn1c(=O)c2c(nc3n2C(C)(F)C=CN3C)[nH]c1=O,50,0.184210526,0.926907113
CCCCn1c(=O)c2c(C)nn(CC3C(C)CCC3F)c2[nH]c1=O,50,0.1625,0.910956279
CCCCn1c(=O)c2c(cc3n2CCC(C)(N(C)C)CC3)[nH]c1=O,50,0.135802469,0.930654965
CCCCn1c(=O)c2c(C)nn(CC3C(C)CCC=C3F)c2[nH]c1=O,50,0.154761905,0.902867909
C=CCn1c(=O)c2c(nc3[nH]c(C)c(C)n32)n(C)c1=O,50,0.49122807,0.689804887
CCCCn1c(=O)c2c(nc3[nH]c(C)c(C)nc3n2C)n1C,50,0.164383562,0.924213156
CCCCn1c(=O)c2c(nc(C)[nH]2)n(C(C)C)c1=NC,50,0.178082192,0.924674649
C=CCn1c(=O)c2c(nc3n2[N]C(C)(C)C(C)=N3)n(C)c1=O,50,0.466666667,0.748993716
C=CCn1c(=O)c2c(nc3n2[nH]c(C)c(C)c3=NCl)n(C)c1=O,50,0.444444444,0.693289534
CC1C(=O)N(C)c2cc(C)c(NC3(C)CCC3)nc2N1C,50,0.175675676,0.908321882
CC1C(=O)N(C)c2cc(C)c(NC(C)C3CCC3)nc2N1C,50,0.171052632,0.932519182
CC1C(=O)N(CC)c2cc(C)c(NC3(C)CCC3)nc2N1CC,50,0.151898734,0.925473729
C=CCn1c(=O)c2c(nc3n2CC(C)=C(C)[N-]3)n(C)c1=O,50,0.491525424,0.782884267
C=CCn1c(=O)c2c(nc3n2CC(C)=C(C)C=N3)n(C)c1=O,50,0.466666667,0.780329274
C=CCn1c(=O)c2c(nc3n2CC(C)=C(C)NN3C)n(C)c1=O,50,0.5,0.80815757
C=CCn1c(=O)c2c(nc3n2CC(C)=CN3C)n(C)c1=O,50,0.517241379,0.751691095
C=CCn1c(=O)c2c(nc3n2CC(C)=NN3C)n(C)c1=O,50,0.622641509,0.723528255
C=C(C)c1cnc2c(c1NC(C)=O)c(=O)n(C)c(C)n2,50,0.180555556,0.900995316
CCCC(C)n1c(=O)n(C)c(=O)c2c(nc3ccc(C)cn23)[nH]1,50,0.125,0.945123395
C=CCn1c(=O)c2c(nc3n2[nH]n(C)c(=NC)n3C)n(C)c1=O,50,0.475409836,0.707390585
C=CCn1c(=O)c2c(nc3n2[CH]C(C)C(C)=NN3C)n(C)c1=O,50,0.685185185,0.75855912
C=CCn1c(=O)c2c(nc3n2CC(C)=C(C)N3C)n(C)c1=O,50,0.526315789,0.770642524
C=CCn1c(=O)c2c(nc3n2CC(C)C(C)=[N]3)n(C)c1=O,50,0.534482759,0.767643924
C=CCn1c(=O)c2c(nc3n2CC(C)C(C)=C[N]3)n(C)c1=O,50,0.483870968,0.772320704
C=CCn1c(=O)c2c(nc3n2[nH]c(C)c(C)n3CCl)n(C)c1=O,50,0.5,0.511614623
CCC(C)n1c(=O)n(C)c(=O)c2c1nc(C)n2C1CCNCC1,50,0.253521127,0.919256166
CCC(C)n1c(=O)n(C)c(=O)c2c1ncn2C1CCNCC1,50,0.186666667,0.909749831
C=CCn1c(=O)c2c(nc3n2C(C)(C(C)=NC)CN3C)n(C)c1=O,50,0.446153846,0.600479208
C=CCn1c(=O)c2c(nc3n2CC(C)(C(C)=O)CN3C)n(C)c1=O,50,0.46031746,0.746717846
C=CCn1c(=O)c2c(nc3n2C(C)CNC3C)n(C)c1=O,50,0.534482759,0.807458977
C=CCn1c(=O)c2c(nc3n2C(C)=CN(C)CNC3)n(C)c1=O,50,0.430769231,0.782679138
CCCCn1c(=O)c2c(nc3n2C(C)CNCC3C)n(C)c1=O,50,0.348484848,0.914506142
CCCCn1c(=O)c2c(nc3n2CCC(C)(C)CNC3)n(C)c1=O,50,0.260273973,0.916344502
CCCCn1c(=O)c2c(ncn2C2C3CCCCC3CN2)n(C)c1=O,50,0.233766234,0.913463117
C=CCn1c(=O)c2c(nc3n2[NH]C(C)C(C)=N3)n(C)c1=O,50,0.534482759,0.795305393
CCCCn1c(=O)c2c(nc3n2C(C)C(C)=NN3C)n(C)c1=O,50,0.705882353,0.848368242
CCCCn1c(=O)c2c(nc3n2C(C)C(C)=NN3C)n1CCCC,50,0.537037037,0.81684579
C=CCn1c(=O)c2c(nc3n2[NH+]=C(C)CN3C)n(C)c1=O,50,0.517241379,0.638678881
CCC(C)n1c(-c2ccnn2C)nc2c(c1=O)CCNC2,50,0.135802469,0.922811516
C=CCn1c(=O)c2c(nc3n2[C]N(C)C(C)=N[N+]3=O)n(C)c1=O,50,0.444444444,0.555348797
C=CCn1c(=O)c2c(nc3n2CC(C)(C#C)C=N3)n(C)c1=O,50,0.409090909,0.596052035
C=CCn1c(=O)c2c(nc3n2CC(C)(CC)C=N3)n(C)c1=O,50,0.415384615,0.799901271
C=CCn1c(=O)c2c(nc3n2CC(C)C(C)=N3)n(C)c1=O,50,0.534482759,0.767643924
CCCCn1c(=O)c2c(nc3n2CC(C)CCC3C)n(C)c1=N,50,0.25,0.943859987
CCCCn1c(=O)cc(C)c2nc3c(n21)CCC(C)C3NC,50,0.17721519,0.943584722
COc1ccc(C(=O)CCCC2OCC(C)(C)CO2)cc1OC,51,1,0.719673631
COc1ccc(C(=O)CCCC2OCC(C)(C)CO2)cc1,51,0.723404255,0.753341793
COc1ccc(C(=O)CCC2OCC(C)(C)CO2)cc1,51,0.612244898,0.776495657
COc1ccc(CCCC2OCC(C)(C)CO2)cc1OC,51,0.612244898,0.805278685
COc1ccc(CCCC2OCC(C)(C)CO2)cc1,51,0.461538462,0.815305506
COc1ccc(CCC2CCC(C)(C)CO2)cc1OC,51,0.454545455,0.818695164
COc1ccc(C(=O)CCCC2OCC(C)CO2)cc1OC,51,0.729166667,0.724620258
COc1ccc(C(=O)CC2OCC(C)CO2)cc1OC,51,0.519230769,0.774513038
COc1ccc(C2CNCC3(C)OCC23)cc1OC,51,0.285714286,0.902357794
COc1ccc(C2CNCC3OCC(C)C23)cc1OC,51,0.265625,0.917586572
COc1ccc(C(=O)CCCC2OCC(C)(C)CO2)cc1C,51,0.829787234,0.750764819
COc1ccc(CCC2OCC(C)(C)CO2)cc1OC,51,0.571428571,0.830479123
CCc1ccc(CCC2OCC(C)(C)CO2)cc1OC,51,0.472727273,0.823526539
COc1ccc(CCC2OCC(C)(C)CO2)c(OC)c1,51,0.462962963,0.830479123
COc1ccc(CCCC2OCC(C)(C)C2)cc1OC,51,0.481481481,0.790958874
COc1cc(CCCC2OCC(C)(C)CO2)ccc1O,51,0.518518519,0.899930085
COc1cc(CC2SCC(C)(C)CO2)ccc1O,51,0.338709677,0.914149771
COc1ccc(C(=O)CCCC2OCC(C)(C)C2)cc1OC,51,0.787234043,0.717308394
COc1ccc(C(=O)CCCC2OCC(C)(C)C2)cc1,51,0.596153846,0.740000111
COc1ccc(C(=O)CC2OCC(C)(C)CC2)cc1,51,0.421052632,0.779325437
COc1ccc(C(=O)CC2COCC(C)(C)N2)cc1OC,51,0.49122807,0.842020574
COc1ccc(CC2NC(C)(C)C23CCCC3)cc1OC,51,0.295081967,0.919115961
COc1ccc(C(=O)CCCC2OCC(C)(C)O2)cc1,51,0.566037736,0.749559898
COc1ccc(C(=O)CC2OCC(C)(C)CO2)cc1,51,0.509803922,0.784243078
COc1ccc(CCCC2OCC(C)(C)CO2)cc1Cl,51,0.518518519,0.819907338
Cc1ccc(CCCC2OCC(C)(C)CO2)cc1O,51,0.410714286,0.905243952
COc1ccccc1[CH]N(NC(=O)c1ccc2nncn2c1)C(C)(C)C,52,0.587301587,0.714998827
COc1ccccc1[C](NC(=O)c1ccc2nncn2c1)C(C)(C)C,52,0.627118644,0.794188583
COc1ccccc1[CH]C(NC(=O)c1cncn1C)C(C)(C)C,52,0.357142857,0.923054643
COc1ccccc1NC(=O)n1cncc1C(C)(C)C,52,0.313432836,0.913241635
COc1ccccc1NC(=O)c1cncn1C(C)(C)C,52,0.333333333,0.935121316
COc1ccccc1NC(=O)c1ncnn1C(C)(C)C,52,0.318181818,0.931996581
COc1ccccc1NC(=O)n1nccc1C(C)(C)C,52,0.318181818,0.913241635
COc1ccccc1C(NC(=O)c1nccn1C)C(C)(C)C,52,0.525423729,0.944328505
C#CCN(CC(=O)[O-])C(=O)N(C)[CH-]N(C)c1cccs1,53,0.581818182,0.548525257
C#CCN(CC(=O)[O-])C(=O)N(C)CC(C)c1cccs1,53,0.76,0.721106809
CCCCN(CC(=O)[O-])C(=O)N(C)CC(C)c1cccs1,53,0.517241379,0.734595136
CC(C)CC(C(=O)[O-])C(=O)N(C)CC(C)c1cccs1,53,0.406779661,0.719855031
CCCN(CC(=O)[O-])C(=O)N(C)C(C)c1cccs1,53,0.714285714,0.790750154
CN(C)C(=O)N(CC(C)C)C(C)c1cccs1,53,0.452830189,0.806994976
C#CCN(CC(=O)[O-])C(=O)N(C)[CH-]C(C)c1cccs1,53,0.711538462,0.57394743
C#CCN(C(=O)[O-])C(=O)N(C)CC(C)c1cccs1,53,0.574074074,0.777479232
CC(CC(=O)[O-])C(=O)N(C)CC(C)c1cccs1,53,0.446428571,0.775551079
CC(CO)C(=O)N(CC(=O)[O-])CC(C)c1cccs1,53,0.509090909,0.767417056
CC(C(=O)NCc1cccc2ccccc12)N(C)C,53,0.2,0.910771595
C#CCN(CC(=O)[O-])C(=O)N(C)[CH]C(C)c1cccs1,53,0.711538462,0.726858636
C#CCN(CC(=O)[O-])C(=O)N(C)N(C)c1ccccc1,53,0.509433962,0.549525607
C#CCN(CC(=O)[O-])C(=O)N(C)C(=O)c1ccccc1,53,0.509433962,0.696698284
C#CCN(C(=O)NCC(=O)[O-])C(C)c1cccs1,53,0.563636364,0.773176826
C#CCN(C(=O)NCC(=O)O)C(C)c1cccs1,53,0.49122807,0.794177727
CC1c2ccccc2NC(=O)CN1C(C)c1cnco1,53,0.102564103,0.912070365
C#CCN(C(=O)[O-])C(=O)N(C)[CH]C(C)c1cccs1,53,0.535714286,0.780792853
C#CCN(C(=O)[O-])C(=O)N(C)[CH]C(C)(C)c1cccs1,53,0.409836066,0.790347763
