SMILES,mol_id,qed,sim,4dle
CCC=C(CS)CC(O)CC(C)(C)CCC,12,0.483698862,0.162790698,-7.2
CCC=CCC[NH2+]CC(C)CC(CS)CCC,12,0.321509712,0.081632653,-6.5
CCC=CCC[NH2+]CC(C)CCC(O)CCCCC,12,0.39104074,0.125,-7.2
CCC=C(CS)CCCCC#CC(O)CCCC,12,0.275312722,0.102040816,-7.1
CCC=CCCC([NH2+]CC)CC(CS)CCCOC,12,0.303979446,0.075471698,-6.6
CCC=CCCC([NH2+]CC)CC(C)(O)CCC,12,0.567755227,0.186046512,-6.8
CCC=C(CSCCCO)CC(C)(C)CCCO,12,0.446366508,0.159090909,-6.4
CCC=C(CSCCCO)CCC[N+](C)(C)CCCO,12,0.312156809,0.106382979,-6.7
CCC(N)CC=CC(O)CCCCC(C)CCCO,12,0.377455673,0.106382979,-7.3
CCC([NH2+]CCCCO)CCC=CC(C)(C)CCCO,12,0.359126422,0.173913043,-7.5
CC(=O)C=Cc1c(C)n(C)c2ccccc12,13,0.702525217,1,-7.8
CC(=O)CCCN(C)CCc1ccccc1,13,0.70209032,0.192307692,-7.6
CC(=O)CNCNCCCc1ccccc1,13,0.513002215,0.188679245,-7.6
CC(=O)CCCN1CCc2ccccc21,13,0.74867774,0.226415094,-7.6
CC(C=O)CNCCCc1ccccc1,13,0.544972826,0.148148148,-7.2
CC(CCC=O)CCc1ccccc1O,13,0.726478686,0.166666667,-7.7
CC(C=O)CCCc1ncncc1C,13,0.669477034,0.103448276,-7
CC(C=O)CNCCc1ccccc1,13,0.546985474,0.153846154,-6.9
CC(O)CN(C)CCc1ccccc1,13,0.766505649,0.134615385,-7.1
CC(C=O)CSCc1ccccc1,13,0.670380595,0.156862745,-6.9
CCN(CCC#N)CCc1ccccc1,13,0.708227684,0.109090909,-7.1
CCN(C=O)C(C)Cc1ccccc1,13,0.652570151,0.153846154,-7.4
CCN(CCCO)CCc1ccccn1,13,0.734089375,0.120689655,-6.5
CC=CCS(=O)(=O)Cc1ccccc1,14,0.713720674,1,-7
CC=CCS(=O)(=O)Cc1ccccc1CC,14,0.739134354,0.636363636,-7.5
CC=CCS(=O)(=O)Cc1ccccc1-c1cccs1,14,0.783085347,0.5,-7.9
CC=CCS(=O)(=O)Cc1ccccc1-c1ccccc1,14,0.782478975,0.611111111,-8.4
Cc1ccccc1S(=O)(=O)Cc1ccccc1,14,0.834026346,0.416666667,-8.5
Cc1cccnc1S(=O)(=O)Cc1ccccc1,14,0.836152523,0.365853659,-8.2
CC=CC=CS(=O)(=O)Cc1ccccc1CC,14,0.751677944,0.375,-7.6
CC=CC=NS(=O)(=O)Cc1ccccc1CC,14,0.755323704,0.325581395,-7.4
CC=CC=CC(=O)NCC(=C)Cc1ccccc1,14,0.462759444,0.291666667,-8.1
CCCCC=CC(=O)N(C)CC(=C)c1ccccc1,14,0.535567581,0.20754717,-8.3
CCCCC=CC(=O)N(C)CC(=CC)c1ccccc1,14,0.534763645,0.230769231,-8.4
CC(=CC(=O)[O-])CC(=O)c1ccccc1,14,0.540534159,0.227272727,-7.9
CC(=Cc1ccccc1)CC(=O)c1ccncc1,14,0.757752775,0.208333333,-9.5
CC(=Cc1ccccc1)CC(=O)ON=Cc1ccn[nH]1,14,0.515311571,0.169491525,-8.8
CCC(C)(CC(=O)O)N=Cc1ccccc1OC,14,0.78851291,0.185185185,-7.2
CC=CC=CC(=O)NC(CC)Cc1ccccc1,14,0.602800603,0.291666667,-7.9
COc1ccccc1C=NCc1cc(C)ccn1,14,0.769797801,0.142857143,-8.4
CC1(C)CC(=O)NC1=CC1NC(=O)CC1(C)C,15,0.721337874,1,-8.1
CC1(C)CC(=O)NC1CCC1NC(=O)CC1(C)C,15,0.801206322,0.416666667,-8.1
CC1(C)CC(=O)NC1CCC1NC(=O)CC(C)(C)C1F,15,0.831776516,0.333333333,-8.5
CC1(C)CNC(=O)CC1C=C1NC(=O)CC1(C)C,15,0.742029789,0.525,-8.3
CC1(C)CCC(C)CC1C=C1NC(=O)CC1(C)C,15,0.750477256,0.5,-8.2
CC1(C)CCC(C)CC1C=C1NCNC(=O)C1(C)C,15,0.764075337,0.254901961,-5.9
CC1(C)CC1CCC1CNC(=O)CC1C(C)(C)C,15,0.815396562,0.211538462,-8
CCC(C)CC1CCC(C)CC1CNC(=O)CC(C)(C)C,15,0.731508194,0.061538462,-8.1
CCC(C)CC1CCC(C)CC1CNC(=O)C(C)(C)C,15,0.781361074,0.080645161,-8
CCC(C)CC1CCC(C)CC1CSC(=O)C(C)(C)C,15,0.639571607,0.063492063,-8
CCC(C)CC1CCC(C)SC1C=CCC(=O)C(C)(C)C,15,0.569395342,0.075757576,-8.1
CCC(C)CC1CC1(C)CCC1CNC(=O)C1C(C)(C)C,15,0.759328246,0.14516129,-8.6
CCC(C)CC1CC1(C)SCC1CNC(=O)C1C(C)(C)C,15,0.790214777,0.142857143,-8.5
CCC(C)CC1CCC(C)SC1COC(=O)C(C)(C)C,15,0.674631801,0.061538462,-7
CC(CC=O)CC1CC1(C)CSC(C)C(C)(C)C,15,0.6183622,0.120689655,-7.8
CC(CO)CC1CC1(C)SCC(C)COC=C(C)C,15,0.647289252,0.096774194,-7.4
CC(CO)CC(C)CCC(C)SCC1C=CCC1(C)C,15,0.594351733,0.1,-8.3
CC(=O)C=Cc1cc(Cl)ccc1O,16,0.738829527,1,-7.3
CC(=O)CCC=Cc1cc(Cl)ccc1O,16,0.8509764,0.605263158,-7.9
CC(=O)CCC=CCCc1cc(Cl)ccc1O,16,0.779876231,0.409090909,-8.3
CC(=O)CCC=CC=Cc1cc(Cl)ccc1O,16,0.802788431,0.6,-8.5
O=C(O)CCC=CC=Cc1cc(Cl)ccc1O,16,0.789075583,0.536585366,-8.6
O=C(O)CCC=CC1=Cc2cc(Cl)ccc2O1,16,0.89340982,0.274509804,-8.8
CC(=O)CCC=CC1=Cc2cc(Cl)ccc2O1,16,0.799201162,0.32,-8.6
CC(=O)CCC=CC1=CC(=Cc2cccs2)CO1,16,0.800357811,0.163934426,-8.6
CC(=O)CCC=CC1=CC(=Cc2ccc(Cl)cc2)O1,16,0.78896397,0.269230769,-8.9
OCC(O)CCC1=CC=C(Cc2ccc(Cl)cc2)C1=O,16,0.846614161,0.166666667,-9.2
OCC(=O)CCC=CC1C=C(Cc2ccc(Cl)cc2)O1,16,0.785771664,0.192982456,-8.5
OCC(=O)CCC=CC1CCC(=Cc2ccc(Cl)cc2)O1,16,0.814059972,0.180327869,-9.3
OCC(=O)CCC1=CC=C(Cc2ccc(Cl)cc2)C1=O,16,0.876163691,0.192307692,-9.2
OCC(=O)CCC1=CC=C(Cc2ccc(Cl)cc2)O1,16,0.883565665,0.2,-8.4
OCC(=O)CCC=Cc1ccc(CCc2ccccc2)o1,16,0.807746523,0.137931034,-9.1
OCC(=O)CCC1=COC(C=Cc2ccc(Cl)cc2)O1,16,0.876292752,0.210526316,-8.6
OCC(CCCO)=C1C=CC=C(Cc2cccs2)C1=O,16,0.791096421,0.09375,-8.3
OCC(CCC=Cc1ccc(Cl)cc1)C(=O)OCCO,16,0.722654039,0.222222222,-8
OC(=O)C(CCO)=Cc1cccc(-c2ccco2)c1,16,0.808873433,0.137931034,-8.7
CC(=CC(=O)CCCC=Cc1ccc(Cl)cc1)OO,16,0.263178071,0.269230769,-8.6
CC(=CC(=O)CCCC=CCc1ccc(Cl)cc1)OO,16,0.190693473,0.240740741,-8.9
CP(=O)(CCCCC=Cc1ccc(Cl)cc1)OCCO,16,0.540909317,0.214285714,-8.1
CC(C=O)(CC1C=NC=C1c1ccc(Cl)cc1)OO,16,0.511363155,0.189655172,-8.6
CC(CCO)=CCCC=CCCCc1cccc(C=O)c1,16,0.390808243,0.15,-8.8
CC(=COCCO)CCCC=CCCc1ccc(Cl)cc1,16,0.377823301,0.196428571,-8.2
COc1cc(N2CCC(=Cc3ccc4c(c3)OCO4)C2=O)cc(OC)c1OC,17,0.738669769,1,-9.7
COc1cc(N2CCC(=Cc3ccc4c(c3)OCO4)C2=O)cc(Cl)c1OC,17,0.744416286,0.867924528,-10.5
CCc1cc(N2CCC(=Cc3ccc4c(c3)OCO4)C2=O)cc(Cl)c1OC,17,0.72888893,0.736842105,-9.9
COc1cc(CC2CCC(=Cc3ccc4c(c3)OCO4)C2=O)cc(Cl)n1,17,0.598430592,0.416666667,-10.8
COc1cc(CC2CCC(C3CCC(=O)C3OC)CC2)cc(Cl)c1OC,17,0.717057374,0.223684211,-10.4
COc1cc(CC2CCC(CC3CCC(=O)C3OC)CC2)cc(Cl)c1O,17,0.770558946,0.175,-10.3
COc1cc(CC2CCC(CC3(O)CC3)C(=O)C2OC)ccc1Cl,17,0.851927259,0.185185185,-8.2
COc1cc(CC2CCC3(CC2)OC(=O)C(OC)C3O)ccc1Cl,17,0.842148708,0.202531646,-9.6
COCC1CC(OCc2cc(Cl)c3c(c2)OCCO3)CCC1OC,17,0.780751152,0.13253012,-9.1
COCC1CC(OCc2cc(Cl)c3c(c2)OCCO3)CCC1=O,17,0.824363,0.172839506,-9.2
COCC1CC(OCc2cc(Cl)c(=O)oc2C)CCC1OC,17,0.802283413,0.146341463,-8.3
COCC1C(O)C(=O)CCN1Cc1cc(Cl)c2c(c1)OCCO2,17,0.88901611,0.2,-8.3
COCC1CCCC(OCc2cc(Cl)c(O)c(OC)c2)C1=O,17,0.869384379,0.1625,-8
COCC1(CC)CCCC(OCc2cc(Cl)c(O)c(OC)c2)C1,17,0.788908682,0.129411765,-7.6
COCC1(OC)CCCN(Cc2cc(Cl)c3c(c2)OCCO3)C1=O,17,0.810581867,0.185185185,-7.8
COCC1CCCC(OCc2ncc(Cl)c(OC)c2OC)C1=O,17,0.757891417,0.151898734,-7.3
COCC1(CC)NC(=Cc2cc(Cl)c(O)cc2OC)CCO1,17,0.869614746,0.185185185,-6.9
COCC1OCCC(Oc2nc(Cl)c(Cl)c(OC)c2)C1=O,17,0.767848527,0.17721519,-7.4
COc1cc2c(cc1OC)OC(C)C(=O)C(Cl)=CO2,17,0.835101625,0.194029851,-7.2
COc1cc2c(cc1OC)OC(C)C(=O)C(Cl)=C2,17,0.827112092,0.194029851,-7.1
COc1cc(Cl)c2c(c1)NC(=O)C(OC)C(C)CCO2,17,0.912064876,0.157894737,-7
COc1cc(Cl)cc(OCC2CCC(=O)C(C)O2)c1,17,0.852734984,0.191780822,-8.2
COc1cc(Cl)cc(C2OCCC(C)C(C)O2)c1O,17,0.903611256,0.162162162,-8
COc1cc(Cl)cc(C2OCCC(C)C2C)c1O,17,0.888628604,0.164383562,-7.9
CCOCC1COC(C=Cc2ccccc2)O1,18,0.783010412,1,-7.7
CCOCC1COC(C=Cc2ccccc2)OC1,18,0.801578432,0.714285714,-8
CCOCC1COC(C=Cc2ccccc2)C(C)O1,18,0.816318846,0.711111111,-7.6
CCCCC1COC(C=Cc2ccccc2)OC1=CC,18,0.76743197,0.444444444,-8.5
CCC1COC(C=CC(O)C=Cc2ccccc2)OC1,18,0.838837916,0.41509434,-9.1
CCC1COC(C=Cc2ccc(-c3ccccc3)cc2)O1,18,0.819551491,0.622222222,-9.9
CCC1COC(C=Cc2ccc(Cc3ccccc3)cc2)O1,18,0.811247335,0.595744681,-10
CCC1COC(C=Cc2ccc(Cc3ccccc3)cc2)OC1,18,0.797541456,0.46,-10.3
CCC1COC(C=Cc2ccc(Cc3ccccc3)cc2)OC1C,18,0.764181554,0.471698113,-10.8
CCC1COC(C=Cc2ccc(Oc3ccccc3)cc2)N1C,18,0.807979872,0.375,-9.5
CCC1COC(C=Cc2ccc(Oc3ccccc3)cc2C)O1,18,0.781591127,0.509433962,-10.2
CCC(COC1CC1)Oc1ccc(C=Cc2ccccc2)cc1C,18,0.597282282,0.31147541,-10.1
CCC(COC1CC1)Oc1ccc(CCc2ccccc2)cc1C,18,0.637422782,0.215384615,-9.8
CCC(CC1CC1C)Oc1ccc(OCc2ccccc2)cc1,18,0.643474804,0.19047619,-9.6
CCC1C(C)OC(Cc2ccc(OCc3ccccc3)cc2)O1,18,0.793519455,0.209677419,-10.1
COC(=O)CC1CCC(CCc2ccc(Oc3ccccc3)cc2)O1,18,0.695142274,0.234375,-10.4
CCC(CCC1CC1)Oc1ccc(CCc2ccccc2)cc1C,18,0.539523764,0.196969697,-9.9
COC(=O)CCCC1CCC(C)C(CCc2ccc(OC)cc2)O1,18,0.669865694,0.152777778,-9.2
COC(OC)CCCc1ccc(OCCc2ccccc2)cc1C,18,0.598526411,0.149253731,-9.4
CCC1C(C)OC(Cc2ccc(CCC(=O)OC)cc2)C1C,18,0.750233485,0.149253731,-9.6
COC(=O)CCCc1ccc(OC(C)C2CC2)cc1C,18,0.712802928,0.132352941,-8.4
CCC(C)OC1CCC1Cc1ccc(CCC(=O)OC)cc1,18,0.682682249,0.128571429,-9
CCC1C(C)CCN1CCc1ccc(OC(=O)OCC)cc1,18,0.590294981,0.14084507,-8.9
CCC1c(OCCc2ccc(C(=O)OCC)cc2)CCN1C,18,0.726152024,0.14084507,-8.7
CCC1c2ccc(C)cc2CCN1CCC(=O)OCC,18,0.772516286,0.15942029,-8.3
CCC1c2ccc(C)cc2CCN1CC(=O)OCC,18,0.780542603,0.164179104,-7.9
CCC1N(C)CCC1Cc1ccc(C(=O)OCC)cc1,18,0.773208067,0.149253731,-8.7
CC1c2ccccc2CCN1CC(=O)OCCO,18,0.813024552,0.149253731,-7.9
CCCC=C(CC)COC(=O)Nc1ccccc1,19,0.757829831,1,-7.7
CCCC=C(CC)C(=O)NC(=O)c1ccccc1,19,0.810208998,0.408163265,-8.4
CCCC=C(CC)C(=O)NC(=O)Nc1ccccc1,19,0.796295516,0.510638298,-8.6
CCCC=C(CCC)C(=O)NC(=O)Nc1ccccc1,19,0.773752007,0.479166667,-8.8
CCCC(=CCCC)C(=O)NC(=O)Nc1ccccc1,19,0.773752007,0.479166667,-8.6
CCCC(=CC(C)C)C(=O)NC(=O)Nc1ccccc1,19,0.803932442,0.358490566,-8.9
CCCC(=CC(C)C)C(=O)NC(=O)Oc1ccccc1,19,0.8338134,0.298245614,-8.6
CCCC(CCC(C)C)NC(=O)C(=O)Nc1ccccc1,19,0.756598207,0.339622642,-8.3
CCCC=C(CC)C(=O)NC(=O)Cc1ccc(C)cc1,19,0.808163028,0.309090909,-9.1
CCCC(=Cc1ccc(C)cc1)NC(=O)C(=O)O,19,0.802404166,0.232142857,-8.5
CCC(=Cc1ccc(C)c(C)c1)NC(=O)C(=O)O,19,0.80499046,0.228070175,-9.1
CCOc1ccc(C=NN2CCCCCC2)cc1OCC,20,0.749247386,1,-8.3
CCCc1ccc(CON2CCCCCC2)cc1OCC,20,0.745411842,0.351851852,-8.5
CCCc1ccc(CON2CCCCCC2)cc1OCCC,20,0.692447936,0.275862069,-8.6
CCOc1ccc(CCN2CCCCCC2)cc1COCC,20,0.72328139,0.37037037,-8.6
CCOc1ccc(CCN2CCCCCC2C=O)cc1OCC,20,0.687832555,0.418181818,-8.5
CCOc1ccc(C=NN2CCCCCC2)cc1COCC,20,0.717926755,0.727272727,-8.2
CCOc1cc(CCN2CCCC(C=O)C2)ccc1OCC,20,0.692274586,0.362068966,-8.4
CCOc1cc(C=NN2CCCCCC2)ccc1OCC,20,0.749247386,1,-8.3
CCOc1cc(CCCN2CCCCCC2)cc(C=O)c1O,20,0.784325563,0.322033898,-8.8
CCOc1cc(CCN2CCCCCC2)cc(C#N)c1O,20,0.9043177,0.310344828,-8.6
CCOc1cc(CCN2CCCC(C)C2)cc(C#N)c1O,20,0.904772621,0.23880597,-8.5
CCOc1ccc(C=CN2CCCC(C)C2)cc1C(C)O,20,0.893620652,0.366666667,-8.7
CCOc1cc(C=CN2CCCC(C)C2)cc(C#N)c1O,20,0.921704098,0.292307692,-8.4
COCc1cc(C=NN2CCCC(C)C2)cc(C#N)c1O,20,0.863748147,0.287878788,-8.4
COc1ccc(CCN2C=CC(C#N)C=C2)cc1C(C)O,20,0.902992595,0.179104478,-9
COCc1cc(C=CN2CCCC(C#N)C2)cc(OC)c1O,20,0.905673591,0.197183099,-8.6
COCC1CCCN(NCc2cc(C#N)ccc2OC(C)C)C1,20,0.837745773,0.180555556,-7.9
COCc1cc(C=CC(C)N2CCNCC2)cc(C#N)c1O,20,0.866457164,0.169014085,-8.4
COC1=CC(C(C)c2ccc(C#N)cc2)N=CC(C)O1,20,0.847992396,0.070422535,-9
COC(CCc1cc(C#N)ccc1O)N1CCCC(C)CC1,20,0.906501487,0.150684932,-9.5
COc1ccc(C(C#N)N2CCCC(CO)CC2)cc1O,20,0.887317342,0.188405797,-7.7
COCCCC(Cn1ccc(C#N)c1)c1ccc(O)cc1,20,0.793758818,0.1,-7.6
COC(CCCn1ccc(C#N)c1)c1ccc(CO)cc1,20,0.849899812,0.098591549,-8
COC(CCCn1ccc(C#N)c1)c1ccc(C)cc1O,20,0.882256073,0.125,-8.1
COC(CNCCn1ccc(C#N)n1)c1ccc(C)cc1,20,0.790326848,0.112676056,-8.4
COC(C)Cn1ccc(CNC(=O)c2ccc(C)cc2)n1,20,0.885464749,0.130434783,-8.5
C=C(Cn1ccc(C#N)c1)c1ccc(C)c(O)c1,20,0.892818168,0.104477612,-8.4
C=C(CNCc1cc(C#N)c2c(c1)OCO2)C(C)C,20,0.824720035,0.084507042,-8.5
C=C(CCCn1ccc(C#N)c1)c1ccc(C)cc1O,20,0.892717023,0.098591549,-8.6
CC1COC(C=Cc2ccccc2)O1,21,0.712829472,1,-7.4
CC1COC(C=Cc2ccccc2)CO1,21,0.736564253,0.611111111,-8.3
CC1COC(CCOCc2ccccc2)C1,21,0.710089285,0.26,-7.5
CC1COP(CCOCc2ccccc2)C1,21,0.578705586,0.235294118,-7.2
CC1COP(CCCCc2ccccc2)C1,21,0.552782584,0.244897959,-7.7
CC1COC(C(C)O)(C2CCCCC2)CC1,21,0.783571606,0.115384615,-7.5
CC1CCN(CCOCc2ccccc2)C1,21,0.705639872,0.188679245,-7.3
CC1CCN(CCOCc2ccccc2)CC1,21,0.725028908,0.196078431,-7.6
CC1CCN(C(=O)OC2CCCCC2)CC1,21,0.685598643,0.076923077,-7.6
CC1CCN(CC(=O)OC2CCCCC2)CC1,21,0.70898087,0.072727273,-7.7
CC1CCC(C(=O)NCCN2CCOCC2)CC1,21,0.821027802,0.086206897,-7.7
CC1CCC(C(=O)NCCN2CCOCC2)C(O)C1,21,0.767638209,0.080645161,-7.8
CC(=O)Cn1cc(OCCO)c2ccccc21,21,0.853031151,0.101694915,-7.3
CC(=O)Cn1cc(CCCCC2CCCCC2)cc1O,21,0.763136059,0.078125,-8.8
CC(=O)Cn1cc(CCCCC2CCCCC2)cc1C,21,0.662266001,0.078125,-8.9
CC(=O)Cn1cc(CCCCN2CCOCC2)cc1C,21,0.715899001,0.076923077,-8.3
CC(=O)COc1ccccc1C1CCN(CCO)CC1,21,0.861564398,0.15,-7.9
CC1(C)C=CC(=CC(=O)NCCN2CCOCC2)CC1,21,0.796475323,0.107692308,-8.7
C[n+]1ccc(-c2ccccc2OCC(O)CO)cc1,21,0.785725054,0.145454545,-8.4
CCOc1ccc(S(=O)(=O)N=C2C=C(SCC(=O)O)C(=O)c3ccccc32)cc1,22,0.716854435,1,-9.7
CCOc1ccc(S(=O)(=O)N=C2C=C(SCC(=O)O)C=CC2)cc1,22,0.796424305,0.557377049,-9
CCCS(=O)(=O)N=C1C=C(SCC(=O)O)C(=O)c2ccccc21,22,0.840450213,0.625,-7.7
CCCOc1ccc(N=C2CCC(=O)C2=CC(=O)O)c(SCC)c1,22,0.595055745,0.219512195,-7
CCCOc1ccccc1N=C1C=C(SCC(=O)O)CS1(=O)=O,22,0.808063369,0.297297297,-7.8
CCCOc1ccccc1N=C1C=C(SCC(=O)O)C(=O)C=N1,22,0.829194557,0.342465753,-8.5
CCCOc1ccc(N=C(N=C2CCCCC2=O)S(=O)O)cc1,22,0.519056802,0.194805195,-8.3
CCCOc1ccccc1N=CC(=O)NC(CCC)C(=O)SCC,22,0.652769073,0.197530864,-8
CCCOc1ccccc1N=CC(=O)NC(CCC)C(=O)[O-],22,0.694277588,0.205128205,-8.2
CCCCNC1C=CCN(CC(=O)OCC)C1=NS(=O)(=O)CC,22,0.379868278,0.197530864,-7.5
CCCCNC1C=CCN(CC(=O)OCC)C1=NC(=O)C#N,22,0.320698909,0.136363636,-7.5
CCCCNC1C=CCC(=CC(=O)OC)C(=O)N1N=C(C)N,22,0.189553042,0.136363636,-7.1
CCCCNC1CC=CC(C(=O)OC)C(=O)C1N=C(C)C#N,22,0.263312421,0.125,-8.1
CCCCNC1C=CCC(C(=O)OC)N(CC=O)C(=O)C1=N,22,0.304729879,0.112359551,-7.4
CCCCNC1CC=CC(C(=O)OCC)C(=O)C1N=C(C)N,22,0.183983732,0.139534884,-7.5
CCCC(=O)NC(C=C1CC=CCC1C)C(=O)N(C#N)CC,22,0.46531333,0.113636364,-7.8
CCCC(=O)NC(C)(C#N)C=C1SCC(=O)N1CC=C,22,0.757724278,0.090909091,-6.8
CCCC(=O)NC(C)(C#N)C=C1SCC(=O)N1CCCC,22,0.783492795,0.090909091,-6.6
CCOC(=O)C(C)N=C(C#N)N1CCC(C)SCC1=O,22,0.444094776,0.144578313,-7.2
CC=CC(=O)Nc1ccc(CC)cc1,23,0.727680089,1,-7.9
CC=CC(=O)Nc1ccc(CC)cc1CC,23,0.770022942,0.621621622,-7.9
CC=CC(=O)Nc1ccc(CC(C)C)cc1,23,0.769372072,0.685714286,-8.3
CC=CC(=O)Nc1ccc(CC(C)C)cc1CC,23,0.781524248,0.511627907,-8.3
CC=CC(=O)C(C)Nc1ccc(CC(C)C)cc1,23,0.771661602,0.418604651,-8.4
CC=CC(=O)C(N)c1ccc(CC(C)C)c(CC)c1,23,0.793271587,0.3,-8.5
CC=CCCC(=O)Nc1ccc(CC(C)C)c(CC)c1,23,0.714087378,0.34,-8.4
CC=CC(C)C(=O)Nc1ccc(CC(C)C)c(CC)c1,23,0.75409742,0.346938776,-8.7
CC=C(C)C(=O)Nc1ccc(CC(N)C(C)C)cc1C,23,0.808248006,0.259259259,-9.4
CC=C(C)C(=O)Nc1ccc(CC(N)C(C)C)cc1CC,23,0.78453849,0.301886792,-9.4
CC=CC(C)C(=O)Nc1ccc(CC(=O)C(C)C)cc1C,23,0.806181866,0.283018868,-9.5
CC=CC(C)c1ccc(NC(=O)C(N)CC(C)C)cc1C,23,0.777708055,0.272727273,-9.2
CC=CC(C)c1ccc(NC(=O)C(N)C(C)C)cc1C,23,0.806059166,0.264150943,-9
CC=CC(C)C(=O)Nc1ccc(Cc2nc(=O)[nH][nH]2)cc1,23,0.732408704,0.339622642,-9.9
CC=CC(C)c1ccc(NC(=O)C(N)=NC(C)C)cc1,23,0.502706722,0.3,-9.1
CC(C)CC(N)=Nc1ccc(CC(=O)C2CC2)cc1C,23,0.63569296,0.166666667,-9.4
CC(C)CC(N)=NC(=O)c1ccc(CC(C)C)cc1,23,0.651083511,0.2,-9.1
CC(C)CC(N)=NC(=O)Cc1ccc(CC(C)C)cc1,23,0.638538077,0.2,-8.9
CC(C)CC(N)=NC(=O)Cc1ccc(CCCCCO)cc1,23,0.418278863,0.178571429,-8.5
CC(C)CNC(=O)C(N)Cc1ccc(C#CCCO)cc1,23,0.685256932,0.189655172,-9
COCCCNC(=O)C(C)=Cc1ccc(CC(N)CO)cc1,23,0.471110071,0.220338983,-8.2
CCCC=CC1SCC(=O)N1c1nncs1,24,0.774490137,1,-7.2
CCCC=CC1SCC(=O)N1c1nccnn1,24,0.760147822,0.64,-7.3
CCCC=CC1SCC(=O)N1c1ncccn1,24,0.767712097,0.625,-7.3
CCCC=CC1SCC(=O)N1CC(F)F,24,0.68236779,0.52,-7
CCCCSCC=CC(=O)n1nnnc1F,24,0.431352132,0.161764706,-7.2
CCCCSCC=CC(=O)SSc1ncccn1,24,0.314467976,0.147058824,-6.8
CCCCSCC=CC(=O)SCC(F)n1ccnc1,24,0.514459155,0.133333333,-6.8
CCCCSCC(F)(F)C=CC(=O)n1cncn1,24,0.566729214,0.123287671,-7.3
CCCCCSC(F)(F)C=CC(=O)n1cncn1,24,0.56670893,0.125,-7.3
CCCCCSC(C(F)F)CC(=O)n1cnnc1,24,0.685498553,0.134328358,-7
CCCCC(SC(F)F)CC(=O)n1ccnc1,24,0.754778948,0.112676056,-6.8
CCC(CCC(F)(F)I)C1=CC(=O)N=C1,24,0.562381826,0.138461538,-7.6
CCC(CC(C)(F)F)C1C=CC(=O)N1S,24,0.742745024,0.138461538,-7.1
CCC(CC(F)(F)I)C1C=CC=NC1CO,24,0.604080455,0.085714286,-7
CCC(CC(C)(F)I)C1C=CC=NC1CO,24,0.605798832,0.084507042,-7.2
CCC(CCC(C)(O)F)C1C=CC=NC1,24,0.747949656,0.117647059,-7.3
CCC(CCN=C(C)F)CC(=O)NCN=CN,24,0.497386635,0.083333333,-6.9
CCC(CCN(C)C=O)CC(=O)NCN=CN,24,0.337185825,0.068493151,-6.9
CCC(COC#N)C=CCC(=O)N1C=CN=C1,24,0.556309183,0.121621622,-7.2
CCC(COC(C)Cl)C=CC(=O)NCN=CN,24,0.298622841,0.082191781,-6.8
CCC(COC(C)Cl)C=CC(=O)NCNCC#N,24,0.218680541,0.08,-6.9
O=C1C=C(c2ccccc2)C(O)(c2ccccc2)C1=Cc1ccccc1,25,0.70741327,1,-8.6
O=C1C=C(c2ccccc2)C(=Cc2ccccc2)C1(O)c1ccccc1,25,0.756219398,0.609756098,-8.7
O=C1C=C(c2ccccc2)C(O)(CCc2ccccc2)C1=CCCCO,25,0.592239039,0.388888889,-10
O=C1C=C(c2ccccc2)C(O)C1(Cc1ccccc1)C1=CC1,25,0.876677771,0.228070175,-9.5
O=C1C=C(c2ccccc2)C(O)(CCc2ccccc2)C1=CO,25,0.671622611,0.4375,-10
O=C1C=C(c2ccccc2)C(O)(CCCCO)C1=Cc1ccccc1,25,0.626382655,0.565217391,-9.5
O=C1C=C(c2ccccc2)C(O)(NCCCO)C1=Cc1ccccc1,25,0.430678376,0.541666667,-9.2
O=C(C=Cc1ccccc1)C1(O)CCCCC1(O)c1ccccc1,25,0.847630198,0.288461538,-9.3
O=C(C=Cc1ccccc1)C1(OCc2ccccc2)CCCC1=O,25,0.597163699,0.213114754,-9.9
O=C(C=Cc1ccccc1)C1=CC(=O)C=CC1(O)CCO,25,0.802498346,0.267857143,-9.3
O=C(CCc1ccccc1)C1=CC(=O)C=CC1(O)CCCO,25,0.804377984,0.196721311,-9.4
O=C(C=Cc1ccccc1)C1(OCc2ccccc2)CCC1=O,25,0.604909838,0.220338983,-9.6
CC(=O)C1=C(OCc2ccccc2)C(=O)C(C)(O)CCC=C1,25,0.928340832,0.171875,-9.6
CC(=O)C1=C(NOCc2ccccc2)C(=O)C(Br)(Br)CCC1,25,0.569854004,0.149253731,-8.7
O=C(CCc1ccccc1)C1=CC(=O)C=CC1(O)C(F)Br,25,0.828526448,0.196721311,-9.5
O=C1C=CC(Br)=CC1(O)CCN(CCc1ccccc1)C(=O)O,25,0.795794893,0.174603175,-9.2
CC1=C(C(=O)Cc2ccccc2)C(=O)C=CC1(O)CCBr,25,0.657023614,0.196721311,-8.5
CC1=C(C(=O)CC(=O)O)CCCC(Br)(O)C1c1ccccc1,25,0.631968582,0.15625,-7.9
CC1=C(C(=O)C=CC(=O)O)CCCC1(O)c1ccccc1,25,0.83422811,0.228070175,-8.2
O=C1C=CC(CCO)=C(C(=O)c2ccccc2)C1(O)CCBr,25,0.598870617,0.177419355,-8.9
CC(=O)NC1CCC(C=C(C#N)C2CCC(C)CC2)CC1,26,0.799188101,1,-9.2
