SMILES,mol_id,qed,sim,gsk3,sa
Cc1[nH]nc2c(F)c(OCC(=O)N3CCC(CN)CC3)ccc12,106,0.895749533,0.329113924,0.28,0.826543549
CCc1nc2sc3c(O)ncnc3c2c2c1CSC(C)(C)C2,107,0.728023159,1,0.03,0.736659219
CCc1nc2sc3c([O-])ncnc3c2c2c1COC(C)(C)C2,107,0.690424185,0.524590164,0.04,0.729202395
CCC1NCc2sc3ncnc([O-])c3c2C2C=CC(C)(C)C12,107,0.822194883,0.202531646,0.13,0.561685722
CCC1NCc2sc3ncnc([O-])c3c2C2C=C(C)CC12,107,0.822621619,0.175,0.15,0.578037804
CCC1Cc2c(sc3ncnc(C4CCSC4)c23)C(C)N1,107,0.910898387,0.189873418,0.12,0.607568325
CCC1Cc2c(sc3ncnc(C4CCNC4)c23)C(C)O1,107,0.92539596,0.1875,0.08,0.639265929
CCC1Cc2c(sc3ncnc(C4CC4)c23)C(C)N1,107,0.908926338,0.205479452,0.13,0.661118927
CCC1CCc2c(sc3ncnc(C4CNC4)c23)C1,107,0.913996527,0.202702703,0.11,0.739600918
CCC1CCc2c(sc3ncnc(N)c23)C(C)C1,107,0.795547001,0.208333333,0.44,0.712445996
CCC1CCc2c(sc3ncnc(N)c23)C1,107,0.823656431,0.217391304,0.43,0.78778502
CC1CCc2c(sc3ncnc(N)c23)CC1,107,0.711792483,0.194029851,0.45,0.799429501
CC1CCc2c(sc3ncnc(N)c23)C1,107,0.739871515,0.194029851,0.45,0.797745969
CCC1CCc2c(sc3ncnc(N)c23)C1CC,107,0.895591466,0.214285714,0.53,0.696869224
CCC1CCc2c(sc3ncnc(N)c23)C12CC2,107,0.854734021,0.225352113,0.51,0.658067488
CCC1CCc2c(sc3ncnc(N)c23)C1CC1CC1,107,0.923110681,0.202702703,0.53,0.691608695
COc1ccccc1OCc1cc(C(=O)NCCC2CCCO2)no1,108,0.790885797,0.746031746,0.01,0.817533844
Cc1ccccc1OCc1cc(C(=O)NCC2CCCO2)no1,108,0.885995453,0.621212121,0,0.822276806
Cc1ccccc1OCc1cc(C2CCCCN2)no1,108,0.926573755,0.378378378,0.04,0.796726891
CCc1ccccc1OCc1cc(C2CCCN2)no1,108,0.907364003,0.355263158,0.06,0.789911507
OCc1ccccc1OCc1cc(C2CCCN2)no1,108,0.874300874,0.337662338,0.1,0.783048664
OCc1ccccc1OCc1cc(C2CCCCN2)no1,108,0.884753191,0.350649351,0.09,0.784090566
Oc1ccccc1OCc1cc(C2CCCCN2)no1,108,0.896965105,0.36,0.05,0.784925848
Oc1ccccc1OCc1cc(C2CCCCN2)ncn1,108,0.903425979,0.265822785,0.1,0.780112402
c1ccc(OCc2cc(CC3CCCCN3)ncn2)cc1,108,0.916293661,0.2125,0.12,0.799581015
c1ccc(OCc2cc(CC3CCCCN3)ncn2)c(O)c1,108,0.887396064,0.2625,0.17,0.780942678
COc1ccccc1-c1nc(CC2CCCCN2)ccc1O,108,0.910215264,0.197674419,0.12,0.790949494
COc1ccccc1-c1cc(CC2CCCCN2)ccn1,108,0.932443248,0.214285714,0.16,0.821404462
COc1ccccc1-c1cc(OCC2CCCCN2)ccn1,108,0.919731749,0.211764706,0.1,0.819871436
COc1ccccc1-c1cc(OCC2CCCCN2)ncn1,108,0.919616243,0.211764706,0.11,0.802963033
COc1ccccc1-c1cc(CC2CCCNC2)ncn1,108,0.936907767,0.211764706,0.18,0.802091559
c1ccc(-c2ccncc2)c(OCC2CCCCN2)c1,108,0.923775118,0.202531646,0.31,0.829417135
c1cc(-c2ccncc2)ccc1NCC1CCCNCC1,108,0.899614312,0.134146341,0.48,0.836447926
c1ccc(-c2ccncc2)cc1NCC1CCCNCCO1,108,0.910657202,0.214285714,0.35,0.818253085
c1ccc(-c2ccncc2)cc1NCC1CCCOCCN1,108,0.910657202,0.159090909,0.37,0.807003668
c1cc(-c2ccncc2)ccc1CCC1CCCOCC1,108,0.822989313,0.164556962,0.39,0.846991515
c1cc(-c2ccncc2)ccc1NCC1CCCOCC1,108,0.920783573,0.1625,0.43,0.841856228
c1cc(-c2ccncc2)ccc1OCC1CCCOCC1,108,0.85123879,0.17721519,0.45,0.847464287
c1cc(-c2ccncc2)ccc1OCC1CCCOC1,108,0.850197002,0.17721519,0.47,0.843737647
c1cc(-c2ccncc2)ccc1OCCC1CCCO1,108,0.829092189,0.273972603,0.4,0.849246109
CC(C)(C)OC(=O)NC(Cc1ccccc1)c1nnc(SCC(N)=O)o1,109,0.709944715,1,0,0.799011339
CC(C)(C)OC(=O)NC(c1ccccc1)c1nnc(CC(N)=O)o1,109,0.859654966,0.492307692,0.02,0.794485835
CC(C)(C)OC(=O)NC(c1ccccc1)c1nnc(CCN)o1,109,0.875547832,0.447761194,0.03,0.799191527
CC(C)(C)OC(=O)NC(C(=O)c1ccccc1)c1nn[nH]n1,109,0.830943044,0.347826087,0.02,0.790598773
CC(C)(C)OC(=O)NC(c1ccccc1)c1cc(CCN)ncn1,109,0.880232369,0.342465753,0.17,0.794050651
CC(C)(C)OC(=O)NC(c1ccccc1)c1cc(N)ncn1,109,0.909151705,0.347826087,0.08,0.805654258
CC(C)(C)OC(=O)NC(C(N)=O)c1ccnc2[nH]c3ccccc3c12,109,0.680605708,0.324324324,0.26,0.779774531
CC(C)(C)OC(=O)NC(C(N)=O)c1c[nH]c2ncccc12,109,0.797161308,0.319444444,0.5,0.7861864
CC(C)(C)OC(=O)NC(CCN)c1c[nH]c2ncccc12,109,0.806095836,0.342465753,0.47,0.777083259
CC(C)(C)OC(=O)NC(CCO)c1c[nH]c2ncccc12,109,0.807410912,0.328767123,0.4,0.781495991
CC(C)(C)OC(=O)CC(N)Cc1c[nH]c2ncccc12,109,0.837827303,0.263157895,0.52,0.793938696
CC(C)(C)OC(=O)C=CC(O)Cc1c[nH]c2ncccc12,109,0.668734865,0.240506329,0.35,0.766119068
CC(C)(C)OC(=O)CC(N)CCCc1c[nH]c2ncccc12,109,0.80392921,0.234567901,0.52,0.785374309
CC(C)(C)OC(=O)CN(CCN)c1c[nH]c2ncccc12,109,0.818291903,0.225,0.5,0.811345433
CC(C)(C)OC(=O)NC(CCN)Cc1c[nH]c2ncccc12,109,0.790166847,0.315789474,0.52,0.788859303
CCN(CC)CCN1C(=O)N=C(SCC(=O)Nc2ccc(C)cc2)C2CCCC21,110,0.695343696,0.50617284,0.01,0.729672131
CCN(CC)CCN1C(=O)C(Oc2ccc(C)cc2)C2CCCC=C21,110,0.758748394,0.361445783,0.08,0.729578686
CCN(CC)CCn1c(=O)nc(Sc2ccc(C)cc2)c2c1CCCC2,110,0.691515291,0.255555556,0.01,0.828116589
CCN(CC)CCn1cc(C2=CCCCC2)c(=O)c2ccccc21,110,0.791315069,0.258426966,0.06,0.834583943
CCN(CC)CCn1c(=O)nc(-c2cccc(C)c2)c2c1CCC2,110,0.819152007,0.252747253,0.02,0.843005053
CCN(CC)CCn1nc(-c2ccc(C)cc2)c2c1CCCC2,110,0.801316218,0.23255814,0.06,0.858153856
CCN(CC)CCn1nc(-c2ccc(C)cc2)ccc1=O,110,0.818447607,0.228915663,0.03,0.886680536
CCN(CC)CCn1c(-c2ccc(C)c(C)c2)n[nH]c1=O,110,0.886294782,0.265060241,0.1,0.853281773
CCN(CC)CCn1nc(-c2ccc(C)c(F)c2)ccc1=O,110,0.823304761,0.333333333,0.06,0.869544119
CCN(CC)CCn1cc(-c2ccc(C)c(F)c2)ncc1=O,110,0.823304761,0.341463415,0.09,0.846537562
CCN(CC)CCn1cc(-c2cccc(C)c2)[nH]c1=O,110,0.878240695,0.261904762,0.07,0.848188691
CCN(CC)CCn1cc(-c2ccc(C)c(F)c2)[nH]c1=O,110,0.888622608,0.367088608,0.12,0.838733762
CCN(CC)CCn1cc(-c2ccc(C)c(C)c2F)ncc1=O,110,0.821839354,0.279069767,0.1,0.820471405
CCN(CC)CCn1cc(-c2ccc(C)c(C)c2F)[nH]c1=O,110,0.891240271,0.301204819,0.125,0.809466208
CCN(CC)CCn1cc(-c2ccc(C)c(C)c2)[nH]c1=O,110,0.887316272,0.296296296,0.12,0.844063205
CCN(C)CCn1cc(-c2ccc(C)c(F)c2)[nH]c1=O,110,0.91033434,0.297619048,0.21,0.831162052
CCN(C)CCn1cc(-c2ccc(C)c(F)c2)[nH]c(=O)c1=O,110,0.853782949,0.275862069,0.19,0.824668772
CC(=Nc1ccccc1)c1c(O)oc(C)c1O,111,0.780088892,1,0.01,0.795134919
CC(=Nc1ccccc1)c1c(O)oc(C)c1C,111,0.79708795,0.764705882,0.03,0.817882546
CC(=Nc1ccccc1)c1c(C)oc(C)c1O,111,0.79708795,0.787878788,0,0.821405295
CC(=Nc1ccccc1)c1c(C)oc(C)c1C(C)O,111,0.841612806,0.536585366,0,0.769012597
CC(=NCc1c(C)oc(C)c1C)c1ccccc1,111,0.738770485,0.326086957,0.01,0.837694696
CC(=NOCc1ccccc1)c1c(C)cc(C)c(O)c1,111,0.674200493,0.25,0.01,0.867377976
[CH]C(=O)C(C)(C)c1ccccc1-c1cc(C)oc1C,111,0.824313154,0.211538462,0.02,0.796293003
[CH]C(=Nc1c(C)cc(C)c(O)c1)c1ccccc1,111,0.790672298,0.25,0.01,0.805970389
[CH]C(=Nc1ccoc1C)c1c(C)cc(C)c(O)c1O,111,0.639327115,0.28,0.02,0.726081239
CC(=Cc1c(C)cc(C)c(O)c1O)c1ccccc1,111,0.620161961,0.255319149,0.02,0.844091176
CC(=Cc1c(C)c(C)oc1-c1ccccc1)C(O)(O)O,111,0.752099115,0.26,0.04,0.782429869
CC(C)=C(c1ccccc1)c1c(C)oc(C)c1OC(C)O,111,0.843997679,0.274509804,0,0.756983971
CC(C)=C(c1ccccc1)c1c(C)oc(C)c1[O-],111,0.801109731,0.311111111,0,0.790921258
CC(C)=CC(c1ccccc1)c1c(C)ccc(C)c1O,111,0.765556714,0.25,0.01,0.78905506
[CH]C(C)=C(c1ccccc1)c1cc(C)c(C)c(O)c1,111,0.829124984,0.224489796,0.01,0.824263957
CC(C)=C(c1ccccc1)c1c(C)oc(C)c1O,111,0.843927205,0.45,0,0.828199437
CC(C)=C(c1ccccc1)c1c(C)[nH]c(C)c1O,111,0.812613947,0.288888889,0.01,0.828222357
CC(C)=C(c1ccccc1)c1nc(C)[pH]c1O,111,0.867978149,0.224489796,0,0.698583987
CC(C)=C(c1ccccc1)c1nc(C)oc1O,111,0.856397951,0.304347826,0,0.810462251
CC(C)=C(c1ccccc1)c1nc(C)oc1C,111,0.770473792,0.282608696,0,0.837759141
CC(C)=C(c1ccccc1)c1cnc(C)c(O)c1O,111,0.860937559,0.25,0.05,0.83143585
CCC=C(c1ccccc1)c1c(C)oc(C)c1O,111,0.862528636,0.377777778,0.02,0.822211312
CC(C)=C(c1ccccc1)c1coc(C)c1O,111,0.837748931,0.311111111,0.04,0.816440974
CC(=Cc1c(-c2ccccc2)oc(C)c1O)O,111,0.769582804,0.363636364,0.09,0.807204641
CC(=Cc1ocnc1-c1ccccc1)C(O)O,111,0.79330657,0.188679245,0.05,0.778634803
CC(=Cc1ocnc1-c1ccccc1)C(O)C(C)O,111,0.884883076,0.178571429,0.05,0.707866699
CC(C)=Cc1c(-c2ccccc2)oc(C)c1O,111,0.826820016,0.363636364,0.08,0.826529027
CC(C)=Cc1oc(-c2ccccc2)c(C)c1CNO,111,0.808408771,0.226415094,0.02,0.790801464
CC(C)=Cc1oc(-c2ccccc2)c(O)c1CNO,111,0.734486555,0.25,0.04,0.78522933
CC(C)=Cc1oc(-c2ccccc2)c(C)c1C[O-],111,0.823645647,0.230769231,0.02,0.775917773
CC(C)=Cc1oc(-c2ccccc2)c(C)c1O,111,0.826820016,0.304347826,0.06,0.825727717
CC(C)=Cc1c(-c2ccccc2)oc(C)c1CO,111,0.875867053,0.26,0.05,0.826311619
CC1CN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccccc2)CC(C)O1,112,0.658968734,1,0.01,0.764877456
CC1CN(Cc2nc3c(c(=O)n(C)c(=O)n3C)[nH]2)C(c2ccccc2)CN1C,112,0.726188911,0.366197183,0.05,0.731671631
CC1CN(c2nc(=O)n(C)c3c2[nH]c2ccccc23)C(=O)C(C)(C)O1,112,0.73408646,0.25974026,0.08,0.709102736
CC1CN(Cc2nc(=O)n(C)c3c2[nH]c2ccccc23)CC(C)(C)O1,112,0.778096238,0.311688312,0.07,0.734863758
CC1CN(c2nc3ccccc3c(=O)n2Cc2ccc[nH]2)CCN1C,112,0.793195003,0.285714286,0.07,0.775124521
CC1CN(c2nc(=O)n(C)c3c2NCCC3)c2ccccc2[N-]1,112,0.879328067,0.227848101,0.09,0.633230593
CC1CN(c2nc(NNc3ccccc3)c(=O)n3cc[nH]c23)CCO1,112,0.626711617,0.24691358,0.16,0.722531526
CC1CN(c2nc(NNc3ccccc3)nc3c2CCNC3)CCO1,112,0.732788756,0.204819277,0.08,0.760238549
CC1CN(c2nc(NCc3ccccc3)nc3c2NCC3)CCO1,112,0.899180031,0.253164557,0.11,0.768471071
CC1CN(C)c2nc(NCc3ccccc3)ncc2NC1=O,112,0.907792926,0.27027027,0.12,0.780525024
CC1CN(C)C(=O)c2cc(Nc3ccccc3)nc(N(C)C)c21,112,0.946269447,0.226666667,0.08,0.772398498
CC1CC(=O)N(Cc2nc(Nc3ccccc3)ncc2F)CCN1,112,0.898531731,0.207317073,0.55,0.774107534
CC1CN(C)C(=O)c2cc(Nc3ccccc3)nc(NCCN)c21,112,0.786004366,0.227848101,0.26,0.765654737
CC1CN(C)c2cc(Nc3ccccc3)nc(NCCCN)c21,112,0.715269681,0.202531646,0.22,0.765152971
CC1CN(C)C(=O)c2cnc(Nc3ccccc3)nc2N1,112,0.883020725,0.22972973,0.42,0.775484214
CC1CN(C)c2nc(Nc3ccccc3)ncc2CN1C,112,0.917101818,0.202702703,0.53,0.782880111
CC1CN(C)Cc2nc(Nc3ccccc3)ncc2C1=O,112,0.916722369,0.22972973,0.4,0.783033957
CC1CN(C)Cc2nc(Nc3ccccc3)ncc2C(=O)N1,112,0.884052909,0.220779221,0.4,0.773895476
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc2CN1,112,0.884052909,0.223684211,0.61,0.77759511
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc21,112,0.908333203,0.23943662,0.6,0.793973342
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc2C1,112,0.919058498,0.232876712,0.61,0.79392447
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc2N1C,112,0.919853644,0.232876712,0.6,0.773358574
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc2C1C,112,0.925098623,0.232876712,0.6,0.748087711
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc2N1,112,0.883020725,0.22972973,0.57,0.776445239
CC1N(C)C(=O)c2c(nc(Nc3ccccc3)nc2Cl)N1,112,0.834838262,0.216216216,0.15,0.748281919
CC1N(C)C(=O)c2nc(Nc3ccccc3)ncc2N1C,112,0.914106371,0.211267606,0.58,0.770101476
CC1NCN(C)C(=O)c2nc(Nc3ccccc3)ncc21,112,0.880802232,0.210526316,0.63,0.759582162
CC1CN(C)c2nc(Nc3ccccc3)ncc2N(C)C1=O,112,0.921096994,0.22972973,0.58,0.786337731
CC1NCC(=O)N(C)c2nc(Nc3ccccc3)ncc21,112,0.879889694,0.210526316,0.55,0.770299342
CC1CN(C)c2nc(Nc3ccccc3)ncc2NC1=O,112,0.884264156,0.226666667,0.5,0.781736265
CCN1CC(=O)N(C)c2nc(Nc3ccccc3)ncc21,112,0.933510285,0.197368421,0.61,0.83729088
CC1CN(C)C(=O)c2nc(Nc3ccccc3)ncc2C1Cl,112,0.864255804,0.243243243,0.58,0.732177537
CC1CCN(C)C(=O)c2nc(Nc3ccccc3)ncc2C1,112,0.925506078,0.207792208,0.67,0.803666416
CC1=CN2C(=N)C(=Cc3ccc(C)o3)C(=O)N=C2S1,113,0.798667337,1,0,0.751829911
CC1=NN(C2=NC(=O)C(=Cc3ccc(C)o3)C2=N)SC1,113,0.634527198,0.49122807,0.03,0.689865614
CCCC1=NC(=Cc2ccc(C)s2)C(=O)N1C1=NC(C)CO1,113,0.803836455,0.181818182,0.06,0.669328798
CCCC1=NC(=Cc2ccc(C)o2)C(=O)N1C1=NC(N)SN1,113,0.654179534,0.309859155,0.14,0.647524331
CCCCC1=NC(=Cc2ccc(C)o2)C(=O)N=C1C(C)N,113,0.845345035,0.323076923,0.09,0.700838962
CCCSC1=NC(=Cc2ccc(C)o2)C(=O)N=C1C(C)N,113,0.86726365,0.318181818,0.07,0.680676362
CCCC1=CC(=Cc2ccc(C)o2)C(=O)N=C1C(C)N,113,0.856476103,0.333333333,0.06,0.701398277
CCSC1=CC(=Cc2ccc(C)o2)C(=O)N=C1C#N,113,0.792823956,0.333333333,0.01,0.729040941
CCSC1=NC(=Cc2ccc(C)o2)C(=O)C1=C(N)N,113,0.80359598,0.317460317,0.01,0.738372241
CCSC1=CC(=Cc2ccc(C)o2)C(=C(C)N)C=N1,113,0.869968658,0.253731343,0.02,0.734823235
COC=C1SC(=Cc2ccc(C)o2)C(=O)N1C(C)N,113,0.888657266,0.3125,0.07,0.692233603
CCCCC1=CC(=Cc2ccc(C)o2)C(=C)C(=O)N1,113,0.908371816,0.276923077,0.05,0.763554439
CSC1=CC(=Cc2ccc(C)o2)C(=O)NC1=C(C)N,113,0.799934821,0.296875,0.13,0.719394134
COc1ccc2c(c1)C(=Cc1ccc(C)o1)C(=O)N2,113,0.83881855,0.327868852,0.74,0.864729035
COc1cc2c(cc1OC)C(C(=O)NCCN(C)C)C(c1cccs1)N(C)C2,114,0.770444867,0.723076923,0,0.740058416
COc1ccc2c(c1)C(C(=O)NCCN(C)C)C(c1cccs1)N(C)C2,114,0.845650634,0.623188406,0,0.743913322
COc1ccc2c(c1)C(=O)N(CCN(C)C)C(c1cccs1)C2=O,114,0.836757269,0.424657534,0.07,0.797238022
COc1ccc2c(c1)C(=O)N(CCN(C)C)C(c1cccs1)C2,114,0.844579252,0.413333333,0.06,0.790115976
COc1ccc2c(c1)C(NCCN(C)C)C(c1cccs1)S2=O,114,0.869806365,0.376623377,0.03,0.668081065
COc1cc2c(cc1CCC(C)C)C(c1cccs1)N(C)C2=O,114,0.806928973,0.464788732,0.1,0.77893071
COc1cc2c(cc1S(=O)(=O)NCCN(C)C)C(=O)NCC2,114,0.756794324,0.259259259,0.26,0.836548003
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1cccs1,114,0.850177567,0.471428571,0.06,0.807187607
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1cccc(=O)s1,114,0.834539554,0.355263158,0.05,0.764291524
COc1cccc2c1C(=O)N(CCN(C)C)C2c1ccc(CO)s1,114,0.872372523,0.341772152,0.05,0.7650332
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1ccc(CO)s1,114,0.872372523,0.341772152,0.05,0.775055014
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1ccc(CO)o1,114,0.876016913,0.3125,0.08,0.78414204
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1ccccn1,114,0.849057171,0.3,0.08,0.806383905
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1ccn[nH]1,114,0.909355768,0.2875,0.12,0.771351378
COc1ccc2c(c1)C(=O)N(CCN(C)C)C2c1ccncn1,114,0.839000934,0.280487805,0.27,0.784302721
COc1ccc2c(c1)C(c1ccncn1)N(CCN(C)C)C2=O,114,0.839000934,0.265060241,0.28,0.784286627
CN(C(=O)COC(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccc1,115,0.764985651,1,0,0.719549417
CN(C(=O)COC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccc1,115,0.796287167,0.693877551,0,0.728019327
CN(C(=O)COC(=O)C1(C2CC2)Cc2ccccc2C1)C1CC1,115,0.784009527,0.307692308,0.01,0.816869699
CN(C(=O)COC(=O)C1(c2ccccc2)CCCCC1)C1CC1,115,0.784645273,0.328125,0.01,0.86099349
CN(C(=O)COC(=O)C1CCc2ccccc2C1)c1ccccc1,115,0.812732485,0.457627119,0,0.832818348
CN(C(=O)COC(=O)C1CCOc2ccccc2C1)c1ccccc1,115,0.803970159,0.421875,0,0.822667043
CN(C(=O)COC(=O)C1CCCc2ccccc21)c1ccccc1,115,0.811062212,0.419354839,0.01,0.827048448
CN(C(=O)COC(=O)C1(C)CCCO1)c1ccc2ccccc2c1,115,0.810368745,0.338235294,0,0.782751796
CN(C(=O)COC(=O)C1(C)CCCc2ccccc21)c1ccccc1,115,0.802525794,0.412698413,0,0.797892184
CN(C(=O)CNC(=O)C1(C)CCCO1)c1ccc2ccccc2c1,115,0.93893731,0.358208955,0,0.786989126
CN(C(=O)COC(=O)C1(C)CCCC1)c1ccc2ccccc2c1,115,0.800347274,0.359375,0,0.853353469
CN(C(=O)COC(=O)C1(C)CCCCC1)c1ccc2ccccc2c1,115,0.779620912,0.353846154,0,0.852829843
CN(C(=O)COC(=O)C(C)c1ccc2c(c1)CCCC2)c1ccccc1,115,0.768292023,0.412698413,0.01,0.818336715
CN(C(=O)COC(=O)C1(C)CCCc2cc(O)ccc21)c1ccccc1,115,0.857453554,0.382352941,0.01,0.779989744
CN(C(=O)COC(=O)NCC1(C)CCCCC1)c1ccc2ccccc2c1,115,0.845267795,0.373134328,0.03,0.839666568
CN(C(=O)COC(=O)C1(C)CCNCC1)c1ccc(-c2ccccc2)cc1,115,0.82553779,0.396825397,0.09,0.850902932
CN(C(=O)COC(=O)C1(C)CCNCC1)c1ccc(-c2ccncc2)cc1,115,0.822860201,0.323529412,0.31,0.831625609
CN(C(=O)COC(=O)C1(Cc2ccccc2)CCOC1)c1cccnc1,115,0.744361931,0.342465753,0.06,0.781234433
CN(C(=O)COC(=O)C1(Cc2ccccc2)CC1)c1ccc(N)nc1,115,0.815525997,0.347826087,0.06,0.838802879
CN(C(=O)COC(=O)C1(c2ccccc2)CCOC1)c1ccc(N)nc1,115,0.817516404,0.324324324,0.11,0.767115509
CN(C(=O)CNC1(CC(=O)O)CCOCC1)c1ccc(CCO)cc1,115,0.64130583,0.323529412,0,0.811390351
CN(C(=O)COC(=O)C1(c2ccccc2)CC1)c1ccc(N)nc1,115,0.8487077,0.358208955,0.05,0.843971684
CN(C(=O)CNc1ccc(CC(=O)O)cc1)C1(c2ccncc2)CC1,115,0.808496677,0.236111111,0.13,0.829696065
CN(C(=O)COC(=O)Cc1ccc(CCO)cc1)c1ccncc1,115,0.776556568,0.370967742,0.04,0.86860822
CN(C(=O)COC(=O)Nc1ccc(CCO)cc1)c1ccncc1,115,0.843393315,0.333333333,0.06,0.866388311
CN(C(=O)Cc1ccc(NCC(=O)O)cc1)c1ccncc1,115,0.849377956,0.296875,0.04,0.874509343
CN(C(=O)Cc1ccncc1)C(N)c1ccc(C(=O)O)cc1,115,0.814267741,0.169014085,0.17,0.806911005
CN(C(=O)Cc1ccccc1)C(N)c1ccc(C(=O)O)cc1,115,0.827425246,0.212121212,0.02,0.832298395
CN(C(=O)Cc1ccccc1)C(C)c1ccc(NC(=O)O)cc1,115,0.88692546,0.223880597,0.01,0.85456244
CN(C(=O)CNc1ccc(CCO)cc1)c1cc(N)cc(OC)c1,115,0.675253797,0.263888889,0.03,0.85884034
CN(C(=O)CNc1ccc(CCO)cc1)c1cc(N)ccn1,115,0.747124763,0.219178082,0.15,0.847439368
CN(C(=O)Cc1ccccc1)c1ccc(NCC(=O)O)cc1,115,0.858861964,0.333333333,0.01,0.902179566
CN(C(=O)Cn1ccc2ccccc21)c1ccc(N)nc1,115,0.800199871,0.222222222,0.04,0.855168059
CN(C(=O)Cn1ccc2ccccc21)c1cc(N)ccn1,115,0.800199871,0.186666667,0.14,0.844951393
CN(C(=O)CNc1ccc(CC#N)cc1)c1ccncc1,115,0.911444084,0.287878788,0.03,0.857850367
CN(C(=O)COc1ccccc1)c1ccc(NCCN)cc1,115,0.821364042,0.349206349,0.05,0.895043192
CN(C(=O)Cc1ccncc1)c1ccc(NCCN)cc1,115,0.845993022,0.235294118,0.17,0.872349854
CN(C(=O)COc1ccc(CCN)cc1)c1ccncc1,115,0.875491179,0.292307692,0.11,0.881241905
CN(C(=O)COc1ccc(CCN)cc1)c1ccncc1N,115,0.835825318,0.219178082,0.19,0.860020509
CN(C(=O)COc1ccc(CCN)cc1)c1ccncc1C#N,115,0.872493562,0.207792208,0.21,0.843995147
COc1cc(NC(=O)CN2C(=O)C(c3ccccc3)=NC23CCCCC3)ccn1,116,0.847756994,0.741935484,0.08,0.778605388
COc1cc(NC(=O)CN2CC(c3ccccc3)=NC23CCCCC3)ccn1,116,0.864803507,0.486111111,0.11,0.757104053
COc1cc(NC(=O)CN2CC(c3ccccc3)=NC23CCCC3)ccn1,116,0.885253286,0.472222222,0.11,0.756601859
COc1cc(CN2C(=O)C(c3ccccc3)=NC23CCCCC3)ccc1OC,116,0.7836408,0.546875,0.06,0.803038422
COc1cc(Cn2c(-c3ccccc3)cc3c2CCCCC3)nc(OC)n1,116,0.635018238,0.253164557,0.05,0.82631105
COc1cc(CN2C(=O)C3(CCCCC3)N=C2c2ccccc2)ccn1,116,0.847624606,0.328947368,0.08,0.778974317
COc1cc(Cn2cc(-c3ccccc3)[nH]c2=O)cc(OC)c1OC,116,0.749226485,0.22972973,0.12,0.870092032
COc1cc(Cn2cc(-c3ccccc3)[nH]c2=O)nc(SC)n1,116,0.575044505,0.240506329,0.11,0.824412364
COc1cc(NC(=O)C2COCCN2)cc(-c2cnc3ccccn23)c1,116,0.750371816,0.287356322,0.2,0.775837475
COc1cc(NC2=NC(c3ccccc3)Cc3cccnc32)cc(OC)c1,116,0.75636197,0.263157895,0.03,0.781254829
COc1cc(CN2NC(c3ccccc3)=CC3=NC=CC32)cc(OC)c1,116,0.900416361,0.276315789,0.07,0.728256504
COc1cc(C2Cc3ccccc3NC2=O)cc(-c2cncnc2)n1,116,0.797895482,0.202380952,0.16,0.767156183
COc1cc(CN2COc3ccccc3C2=O)cc(-c2ccn[nH]2)c1,116,0.795518927,0.25,0.27,0.826884507
COc1cc(C2=NNC(=O)c3ccccc3C2)cc(-c2cn[nH]c2)c1,116,0.773864326,0.222222222,0.38,0.806834981
COc1cc(C2=NNC(=O)c3ccccc3O2)cc(-c2cn[nH]c2)c1,116,0.770329659,0.207317073,0.31,0.802810535
COc1cc(C2=NNC(=O)c3ccccc3C2)cc(-c2cn[nH]c2)n1,116,0.76816476,0.172413793,0.36,0.787416436
COc1cc(C2=NNC(=O)c3ccc(-c4ccncc4)cc3N2)ccn1,116,0.76179812,0.168674699,0.66,0.805656867
COc1cc(C2=NNC(=O)c3cc(-c4ccncc4)ccc3N2)ccn1,116,0.76179812,0.154761905,0.6,0.805466382
COc1cc(C2=NNC(=O)c3cc(-c4ccncc4)ccc3N2)ccc1OC,116,0.732059582,0.156626506,0.62,0.828486531
COc1cc(C2NNC(=O)c3cc(-c4ccncc4)ccc32)ccc1OC,116,0.747075445,0.170731707,0.59,0.789048385
COc1cc(C2NNC(=O)c3cc(-c4ccncc4)ccc32)nc(OC)c1,116,0.741743665,0.192771084,0.57,0.743203415
COc1cc(C2NNC(=O)c3cc(-c4cncnc4)ccc32)cc(OC)c1,116,0.741743665,0.233766234,0.39,0.762304401
COc1cc(C2NNC(=O)c3cc(-c4ccncc4)ccc32)cc(OC)c1,116,0.747075445,0.236842105,0.58,0.778398681
Cc1cc(C2NNC(=O)c3sc(-c4ccncc4)cc32)cc(C(C)C)c1,116,0.716092269,0.122222222,0.47,0.732357297
